城市,区域,岗位名称,薪资待遇,应聘条件,公司名称,公司简介,公司业务,福利待遇
"西安","高陵区","java开发工程师","14k-20k","经验5-10年 / 本科","绛门科技","IT技术服务｜咨询 / 未融资 / 500-2000人","","“国企同等作息，长期稳定”"
"西安","高陵区","高级java开发工程师","15k-25k","经验3-5年 / 本科","Yeahmobi","营销服务｜咨询 / 上市公司 / 500-2000人","","“团队nice”"
"西安","高陵区","java开发工程师","11k-18k","经验5-10年 / 本科","联龙博通","科技金融 / 不需要融资 / 2000人以上","","“福利待遇丰厚，良好的工作氛围”"
"西安","高陵区","java开发工程师","14k-15k","经验不限 / 不限","飞萌网络","""软件服务｜咨询","IT技术服务｜咨询","营销服务｜咨询 / 未融资 / 15-50人"""
"西安","高陵区","JAVA工程师","15k-25k","经验不限 / 本科","华为终端","""IT技术服务｜咨询","智能硬件 / 不需要融资 / 2000人以上""",""
"西安","高陵区","JAVA工程师","15k-25k","经验1-3年 / 本科","华为终端","""IT技术服务｜咨询","智能硬件 / 不需要融资 / 2000人以上""",""
"西安","高陵区","java开发工程师","6k-10k","经验1-3年 / 本科","中科软","IT技术服务｜咨询 / 上市公司 / 2000人以上","","“发展前景好”"
"西安","高陵区","JAVA工程师","15k-30k","经验3-5年 / 本科","维瑞格技术","软件开发、物联网 / 未融资 / 50-150人","","“高级办公环境，项目稳定，体量大”"
"西安","高陵区","JAVA工程师","15k-30k","经验不限 / 本科","西安华为技术有限公司","""物联网","智能硬件 / 不需要融资 / 2000人以上""",""
"西安","高陵区","java开发工程师","15k-25k","经验3-5年 / 本科","北京分时跃动科技有限公司","""移动互联网","金融 / A轮 / 50-150人""",""
"西安","高陵区","java开发工程师","20k-30k","经验1-3年 / 本科","华为","""IT技术服务｜咨询","智能硬件","网络通信 / 不需要融资 / 2000人以上"""
"西安","高陵区","JAVA工程师","15k-30k","经验不限 / 本科","华为技术有限公司","""智能硬件","IT技术服务｜咨询","制造业 / 不需要融资 / 2000人以上"""
"西安","高陵区","JAVA工程师","15k-30k","经验不限 / 本科","华为技术有限公司","""智能硬件","IT技术服务｜咨询","制造业 / 不需要融资 / 2000人以上"""
"西安","高陵区","java高级开发工程师","12k-19k","经验5-10年 / 本科","再发现集团","企业服务 / 未融资 / 15-50人","","“交通补餐补通讯补员工旅游五险一金节日福利”"
"西安","高陵区","java开发工程师","10k-20k","经验3-5年 / 本科","聚米科技","IT技术服务｜咨询 / 天使轮 / 15-50人","","“标准化产品\周末双休\每年5天年假\朝九晚六”"
"西安","高陵区","java开发工程师","5k-8k","经验3-5年 / 本科","大唐云软件","IT技术服务｜咨询 / 未融资 / 15-50人","","“追求技术”"
"西安","高陵区","JAVA工程师","14k-20k","经验5-10年 / 本科","神木市信息产业发展有限公司","""人工智能服务","信息安全","网络通信 / 未融资 / 50-150人"""
"西安","高陵区","JAVA工程师","15k-25k","经验3-5年 / 本科","西安华为技术有限公司","""物联网","智能硬件 / 不需要融资 / 2000人以上""",""
"西安","高陵区","JAVA工程师","7k-14k","经验5-10年 / 本科","西安墨道","""硬件","移动互联网 / 未融资 / 15-50人""",""
"西安","高陵区","JAVA工程师","8k-15k","经验3-5年 / 大专","坤美达","音频｜视频媒体 / 未融资 / 少于15人","","“高薪”"
"西安","高陵区","JAVA工程师","12k-24k","经验1-3年 / 本科","华为西安","""IT技术服务｜咨询","智能硬件 / 不需要融资 / 2000人以上""",""
"西安","高陵区","java","8k-10k","经验3-5年 / 本科","甘肃康德曼","""企业服务","移动互联网 / 未融资 / 50-150人""",""
"西安","高陵区","java开发工程师","15k-24k","经验1-3年 / 本科","科锐国际","专业服务｜咨询 / 上市公司 / 2000人以上","","“2-4年终奖、加班费、6险1金”"
"西安","高陵区","java开发工程师","13k-26k","经验3-5年 / 本科","科锐国际","专业服务｜咨询 / 上市公司 / 2000人以上","","“学习范围广”"
"西安","高陵区","java高级开发工程师","20k-40k","经验5-10年 / 本科","科锐国际人力资源","工具类产品 / 上市公司 / 2000人以上","","“高薪资+大厂+竞升”"
"西安","高陵区","高级java开发工程师","20k-40k","经验1-3年 / 本科","科锐尔人力资源服务","企业服务 / 上市公司 / 2000人以上","","“优厚的薪酬福利待遇，自研产品”"
"西安","高陵区","JAVA工程师","15k-30k","经验不限 / 本科","华为技术有限公司","""智能硬件","IT技术服务｜咨询","制造业 / 不需要融资 / 2000人以上"""
"西安","高陵区","JAVA工程师","15k-30k","经验不限 / 本科","华为技术有限公司","""智能硬件","IT技术服务｜咨询","制造业 / 不需要融资 / 2000人以上"""
"西安","高陵区","java开发工程师","20k-35k","经验不限 / 本科","科锐国际","""专业服务｜咨询","MCN｜直播平台 / 上市公司 / 2000人以上""",""
"西安","高陵区","JAVA工程师","13k-20k","经验1-3年 / 本科","科锐国际人力资源","其他 / 上市公司 / 2000人以上","","“可转正，定级与华为一致”"
"西安","高陵区","高级java开发工程师","15k-30k","经验不限 / 本科","科之锐人力资源服务","""工具类产品","IT技术服务｜咨询","专业服务｜咨询 / 上市公司 / 50-150人"""
"西安","高陵区","java开发工程师","20k-40k","经验3-5年 / 本科","外企德科人力资源服务","企业服务 / 未融资 / 2000人以上","","“发展好，薪酬高”"
"西安","高陵区","java开发工程师","15k-30k","经验1-3年 / 本科","外企德科人力资源服务","企业服务 / 未融资 / 2000人以上","","“五险一金、周末双休、团队大牛”"
"西安","高陵区","java开发工程师","20k-40k","经验5-10年 / 本科","科锐国际人力资源","工具类产品 / 上市公司 / 2000人以上","","“全额缴纳五险一金，双休，线上面试”"
"西安","高陵区","java开发工程师","15k-30k","经验3-5年 / 本科","锐致咨询","企业服务 / 不需要融资 / 150-500人","","“世界500企业”"
"西安","高陵区","java开发工程师","15k-30k","经验不限 / 本科","科锐尔人力资源服务","企业服务 / 上市公司 / 2000人以上","","“大厂高薪、双休、五险一金”"
"西安","高陵区","java开发工程师","15k-30k","经验1-3年 / 本科","科锐尔人力资源服务","企业服务 / 上市公司 / 2000人以上","","“全额社保公积金，2-4个月年终奖，高薪”"
"西安","高陵区","JAVA工程师","15k-30k","经验3-5年 / 本科","锐致咨询","企业服务 / 不需要融资 / 150-500人","","“五险一金+奖金+年终奖”"
"西安","高陵区","java工程师","20k-40k","经验3-5年 / 本科","某大型互联网公司","","","“银行正编，各种福利”"
"西安","高陵区","java开发工程师","15k-30k","经验不限 / 本科","科锐国际","""工具类产品","IT技术服务｜咨询","专业服务｜咨询 / 上市公司 / 2000人以上"""
"西安","高陵区","java开发工程师","16k-32k","经验不限 / 本科","科锐国际","""工具类产品","IT技术服务｜咨询","专业服务｜咨询 / 上市公司 / 2000人以上"""
"西安","高陵区","JAVA工程师","20k-40k","经验不限 / 本科","华为技术有限公司","""智能硬件","IT技术服务｜咨询","制造业 / 不需要融资 / 2000人以上"""
"西安","高陵区","JAVA工程师","15k-30k","经验1年以下 / 本科","华为技术有限公司","""智能硬件","IT技术服务｜咨询","制造业 / 不需要融资 / 2000人以上"""
"西安","高陵区","java开发工程师","15k-25k","经验3-5年 / 本科","外企德科人力资源服务","企业服务 / 未融资 / 2000人以上","","“可转正编”"
"西安","高陵区","java开发工程师","15k-30k","经验不限 / 本科","外企德科人力资源服务","企业服务 / 未融资 / 2000人以上","","“发展空间大”"
"西安","高陵区","java开发工程师","15k-25k","经验3-5年 / 本科","伯伦人力","专业服务｜咨询 / 未融资 / 50-150人","","“五险一金”"
"西安","高陵区","java开发工程师","20k-30k","经验不限 / 本科","科锐尔人力资源服务","企业服务 / 上市公司 / 2000人以上","","“1”"
"西安","阎良区","java开发工程师","15k-30k","经验不限 / 本科","华为西研所","网络通信 / 不需要融资 / 2000人以上","","“岗位需求多，工作稳定”"
"西安","阎良区","java开发工程师","10k-20k","经验3-5年 / 本科","诚域","""医疗｜保健｜美容","在线医疗","房地产｜建筑｜物业 / 未融资 / 150-500人"""
"西安","阎良区","java开发工程师","8k-16k","经验不限 / 本科","泰豪软件","""移动互联网","其他 / 上市公司 / 500-2000人""",""
"西安","阎良区","java开发工程师","12k-18k","经验3-5年 / 本科","东方华数","软件服务｜咨询 / 不需要融资 / 50-150人","","“自研项目、团队大牛、福利多多、军工企业”"
"西安","阎良区","JAVA工程师","18k-24k","经验3-5年 / 本科","璃美文化传媒","企业服务 / 不需要融资 / 15-50人","","“早十双休”"
"西安","阎良区","java开发工程师 OD","15k-30k","经验1-3年 / 本科","科锐国际","""专业服务｜咨询","MCN｜直播平台 / 上市公司 / 2000人以上""",""
"西安","阎良区","软件开发工程师（java）","20k-40k","经验不限 / 本科","科锐国际","""专业服务｜咨询","MCN｜直播平台 / 上市公司 / 2000人以上""",""
"西安","阎良区","java开发工程师","14k-28k","经验1-3年 / 本科","华为技术有限公司","""智能硬件","IT技术服务｜咨询","制造业 / 不需要融资 / 2000人以上"""
"西安","阎良区","JAVA工程师","15k-25k","经验不限 / 本科","华为技术有限公司","""智能硬件","IT技术服务｜咨询","制造业 / 不需要融资 / 2000人以上"""
"西安","阎良区","Java开发工程师","5k-8k","经验1-3年 / 大专","禾智数融","软件服务｜咨询 / 未融资 / 15-50人","","“五险一金+周末双休+下午茶+节假日福利”"
"西安","阎良区","java开发工程师","6k-10k","经验3-5年 / 本科","禾智数融","软件服务｜咨询 / 未融资 / 15-50人","","“五险一金+周末双休+下午茶+节假日福利”"
"西安","阎良区","java开发工程师","11k-15k","经验3-5年 / 本科","FA Software","""移动互联网","数据服务 / C轮 / 150-500人""",""
"西安","阎良区","高级java开发工程师","14k-18k","经验5-10年 / 本科","正和创兴互联网","""企业服务","物流|运输 / 不需要融资 / 15-50人""",""
"西安","阎良区","java开发工程师","9k-12k","经验3-5年 / 本科","盈达科技","""金融","数据服务 / 不需要融资 / 50-150人""",""
"西安","阎良区","JAVA工程师","6k-11k","经验在校/应届 / 本科","LUCIDA","""区块链","科技金融","金融业 / A轮 / 15-50人"""
"西安","阎良区","java开发工程师","8k-13k","经验3-5年 / 本科","西安新能技术有限公司","医疗丨健康 / 未融资 / 15-50人","","“五险一金 节日福利 团队旅游”"
"西安","阎良区","Java开发工程师","15k-30k","经验不限 / 本科","西安华为技术有限公司","""物联网","智能硬件 / 不需要融资 / 2000人以上""",""
"西安","阎良区","Java开发工程师","9k-15k","经验3-5年 / 本科","中软国际科技服务有限公司","IT技术服务｜咨询 / 上市公司 / 2000人以上","","“五险一金”"
"西安","阎良区","JAVA工程师","15k-30k","经验3-5年 / 本科","华为","""IT技术服务｜咨询","智能硬件","网络通信 / 不需要融资 / 2000人以上"""
"西安","阎良区","JAVA工程师","15k-30k","经验5-10年 / 本科","华为","""IT技术服务｜咨询","智能硬件","网络通信 / 不需要融资 / 2000人以上"""
"西安","阎良区","java/Python/web开发工程师","15k-30k","经验不限 / 本科","科锐国际","""专业服务｜咨询","MCN｜直播平台 / 上市公司 / 2000人以上""",""
"西安","阎良区","JAVA工程师","15k-30k","经验不限 / 本科","华为技术有限公司","""智能硬件","IT技术服务｜咨询","制造业 / 不需要融资 / 2000人以上"""
"西安","阎良区","JAVA工程师","15k-30k","经验不限 / 本科","华为技术有限公司","""智能硬件","IT技术服务｜咨询","制造业 / 不需要融资 / 2000人以上"""
"西安","阎良区","JAVA工程师","5k-10k","经验不限 / 不限","华软国际","""IT技术服务｜咨询","信息安全 / 不需要融资 / 150-500人""",""
"西安","阎良区","java开发工程师","14k-20k","经验5-10年 / 本科","绛门科技","IT技术服务｜咨询 / 未融资 / 500-2000人","","“国企同等作息，长期稳定”"
"西安","阎良区","高级java开发工程师","15k-25k","经验3-5年 / 本科","Yeahmobi","营销服务｜咨询 / 上市公司 / 500-2000人","","“团队nice”"
"西安","阎良区","java开发工程师","11k-18k","经验5-10年 / 本科","联龙博通","科技金融 / 不需要融资 / 2000人以上","","“福利待遇丰厚，良好的工作氛围”"
"西安","阎良区","java开发工程师","14k-15k","经验不限 / 不限","飞萌网络","""软件服务｜咨询","IT技术服务｜咨询","营销服务｜咨询 / 未融资 / 15-50人"""
"西安","阎良区","JAVA工程师","15k-25k","经验不限 / 本科","华为终端","""IT技术服务｜咨询","智能硬件 / 不需要融资 / 2000人以上""",""
"西安","阎良区","JAVA工程师","15k-25k","经验1-3年 / 本科","华为终端","""IT技术服务｜咨询","智能硬件 / 不需要融资 / 2000人以上""",""
"西安","阎良区","java开发工程师","6k-10k","经验1-3年 / 本科","中科软","IT技术服务｜咨询 / 上市公司 / 2000人以上","","“发展前景好”"
"西安","阎良区","JAVA工程师","15k-30k","经验3-5年 / 本科","维瑞格技术","软件开发、物联网 / 未融资 / 50-150人","","“高级办公环境，项目稳定，体量大”"
"西安","阎良区","JAVA工程师","15k-30k","经验不限 / 本科","西安华为技术有限公司","""物联网","智能硬件 / 不需要融资 / 2000人以上""",""
"西安","阎良区","java开发工程师","15k-25k","经验3-5年 / 本科","北京分时跃动科技有限公司","""移动互联网","金融 / A轮 / 50-150人""",""
"西安","阎良区","java开发工程师","20k-30k","经验1-3年 / 本科","华为","""IT技术服务｜咨询","智能硬件","网络通信 / 不需要融资 / 2000人以上"""
"西安","阎良区","JAVA工程师","15k-30k","经验不限 / 本科","华为技术有限公司","""智能硬件","IT技术服务｜咨询","制造业 / 不需要融资 / 2000人以上"""
"西安","阎良区","JAVA工程师","15k-30k","经验不限 / 本科","华为技术有限公司","""智能硬件","IT技术服务｜咨询","制造业 / 不需要融资 / 2000人以上"""
"西安","阎良区","java高级开发工程师","12k-19k","经验5-10年 / 本科","再发现集团","企业服务 / 未融资 / 15-50人","","“交通补餐补通讯补员工旅游五险一金节日福利”"
"西安","阎良区","java开发工程师","10k-20k","经验3-5年 / 本科","聚米科技","IT技术服务｜咨询 / 天使轮 / 15-50人","","“标准化产品\周末双休\每年5天年假\朝九晚六”"
"西安","阎良区","java开发工程师","5k-8k","经验3-5年 / 本科","大唐云软件","IT技术服务｜咨询 / 未融资 / 15-50人","","“追求技术”"
"西安","阎良区","JAVA工程师","14k-20k","经验5-10年 / 本科","神木市信息产业发展有限公司","""人工智能服务","信息安全","网络通信 / 未融资 / 50-150人"""
"西安","阎良区","JAVA工程师","15k-25k","经验3-5年 / 本科","西安华为技术有限公司","""物联网","智能硬件 / 不需要融资 / 2000人以上""",""
"西安","阎良区","JAVA工程师","7k-14k","经验5-10年 / 本科","西安墨道","""硬件","移动互联网 / 未融资 / 15-50人""",""
"西安","阎良区","JAVA工程师","8k-15k","经验3-5年 / 大专","坤美达","音频｜视频媒体 / 未融资 / 少于15人","","“高薪”"
"西安","阎良区","JAVA工程师","12k-24k","经验1-3年 / 本科","华为西安","""IT技术服务｜咨询","智能硬件 / 不需要融资 / 2000人以上""",""
"西安","阎良区","java","8k-10k","经验3-5年 / 本科","甘肃康德曼","""企业服务","移动互联网 / 未融资 / 50-150人""",""
"西安","阎良区","java开发工程师","15k-24k","经验1-3年 / 本科","科锐国际","专业服务｜咨询 / 上市公司 / 2000人以上","","“2-4年终奖、加班费、6险1金”"
"西安","阎良区","java开发工程师","13k-26k","经验3-5年 / 本科","科锐国际","专业服务｜咨询 / 上市公司 / 2000人以上","","“学习范围广”"
"西安","阎良区","java高级开发工程师","20k-40k","经验5-10年 / 本科","科锐国际人力资源","工具类产品 / 上市公司 / 2000人以上","","“高薪资+大厂+竞升”"
"西安","阎良区","高级java开发工程师","20k-40k","经验1-3年 / 本科","科锐尔人力资源服务","企业服务 / 上市公司 / 2000人以上","","“优厚的薪酬福利待遇，自研产品”"
"西安","阎良区","JAVA工程师","15k-30k","经验不限 / 本科","华为技术有限公司","""智能硬件","IT技术服务｜咨询","制造业 / 不需要融资 / 2000人以上"""
"西安","阎良区","JAVA工程师","15k-30k","经验不限 / 本科","华为技术有限公司","""智能硬件","IT技术服务｜咨询","制造业 / 不需要融资 / 2000人以上"""
"西安","阎良区","java开发工程师","20k-35k","经验不限 / 本科","科锐国际","""专业服务｜咨询","MCN｜直播平台 / 上市公司 / 2000人以上""",""
"西安","阎良区","JAVA工程师","13k-20k","经验1-3年 / 本科","科锐国际人力资源","其他 / 上市公司 / 2000人以上","","“可转正，定级与华为一致”"
"西安","阎良区","高级java开发工程师","15k-30k","经验不限 / 本科","科之锐人力资源服务","""工具类产品","IT技术服务｜咨询","专业服务｜咨询 / 上市公司 / 50-150人"""
"西安","阎良区","java开发工程师","20k-40k","经验3-5年 / 本科","外企德科人力资源服务","企业服务 / 未融资 / 2000人以上","","“发展好，薪酬高”"
"西安","阎良区","java开发工程师","15k-30k","经验1-3年 / 本科","外企德科人力资源服务","企业服务 / 未融资 / 2000人以上","","“五险一金、周末双休、团队大牛”"
"北京","朝阳区","前端工程师","250k-300k","经验在校/应届 / 本科","无线生活（杭州）信息科技有限公司","""移动互联网","电商 / C轮 / 500-2000人""",""
"北京","朝阳区","前端开发工程师","10k-15k","经验3-5年 / 本科","证联金融","""移动互联网","金融 / 不需要融资 / 15-50人""",""
"北京","朝阳区","前端开发工程师","15k-30k","经验3-5年 / 本科","誉达科技","数据服务｜咨询 / 天使轮 / 15-50人","","“极具竞争力的薪酬体系”"
"北京","朝阳区","前端开发工程师","8k-12k","经验3-5年 / 本科","国美物联","""物联网","数据服务｜咨询","人工智能服务 / 未融资 / 15-50人"""
"北京","朝阳区","前端开发工程师","16k-20k","经验5-10年 / 本科","云融天下","网络通信 / 未融资 / 150-500人","","“六险一金，双休”"
"北京","朝阳区","前端开发工程师","16k-25k","经验1-3年 / 本科","文逸科技","人工智能服务 / C轮 / 150-500人","","“核心岗位 六险一金”"
"北京","朝阳区","前端开发工程师","16k-25k","经验1-3年 / 本科","糖潮（西安）网络文化传播有限公司","IT技术服务｜咨询 / C轮 / 150-500人","","“核心岗位，六险一金”"
"北京","朝阳区","前端开发工程师","16k-25k","经验不限 / 本科","未来可期","软件服务｜咨询 / 未融资 / 50-150人","","“五险一金、双休、节假日礼包、下午茶、年终奖”"
"北京","朝阳区","前端开发工程师","15k-30k","经验1-3年 / 本科","华为技术有限公司","""智能硬件","IT技术服务｜咨询","制造业 / 不需要融资 / 2000人以上"""
"北京","朝阳区","前端开发工程师","17k-18k","经验5-10年 / 大专","雄安云起","""IT技术服务｜咨询","软件服务｜咨询 / 未融资 / 150-500人""",""
"北京","朝阳区","Web前端开发工程师-快驴-仓配销售web","25k-50k","经验3-5年 / 本科","美团","消费生活 / 上市公司 / 2000人以上","","“参与餐饮供应链行业发展负责Web业务系统开发”"
"北京","朝阳区","高级前端开发工程师（小程序方向）","30k-60k","经验5-10年 / 本科","美团","消费生活 / 上市公司 / 2000人以上","","“技术实力强”"
"北京","朝阳区","前端工程师","10k-15k","经验1年以下 / 本科","生橙视觉","""工具类产品","人工智能服务 / A轮 / 少于15人""",""
"北京","朝阳区","前端开发工程师","15k-25k","经验3-5年 / 本科","君禾世纪","移动互联网 / 不需要融资 / 500-2000人","","“发展前景好 大平台 团队氛围好”"
"北京","朝阳区","前端开发工程师","20k-40k","经验1-3年 / 硕士","启追网络","金融 / B轮 / 500-2000人","","“早九晚六不卷”"
"北京","朝阳区","前端开发工程师","18k-30k","经验5-10年 / 本科","普世通达文化传媒","""在线教育","文化传媒 / 未融资 / 50-150人""",""
"北京","朝阳区","前端","10k-20k","经验1-3年 / 大专","小黄人科技","""移动互联网","广告营销 / 天使轮 / 50-150人""",""
"北京","朝阳区","前端开发工程师","4k-8k","经验在校/应届 / 本科","星海資本","""金融业","区块链 / 未融资 / 50-150人""",""
"北京","朝阳区","前端开发工程师","14k-20k","经验3-5年 / 本科","麦麦趣耕","""电商","物联网 / 天使轮 / 15-50人""",""
"北京","朝阳区","前端开发工程师","10k-15k","经验在校/应届 / 本科","决策数","""软件服务｜咨询","IT技术服务｜咨询","数据服务｜咨询 / 未融资 / 15-50人"""
"北京","朝阳区","前端开发工程师","30k-40k","经验3-5年 / 大专","伯荐服装有限公司","""电商平台","制造业 / 未融资 / 50-150人""",""
"北京","朝阳区","前端开发工程师","18k-25k","经验3-5年 / 本科","爱魅文化","休闲｜娱乐 / A轮 / 150-500人","","“桔子酒店创始团队 全额五险一金 福利全”"
"北京","朝阳区","前端开发工程师","10k-20k","经验3-5年 / 本科","盟浪","""数据服务｜咨询","IT技术服务｜咨询 / 天使轮 / 50-150人""",""
"北京","朝阳区","前端开发工程师","15k-30k","经验3-5年 / 本科","金角科技","""数据服务｜咨询","营销服务｜咨询 / 未融资 / 15-50人""",""
"北京","朝阳区","前端开发工程师","15k-20k","经验1-3年 / 本科","明之数据","数据服务｜咨询 / A轮 / 50-150人","","“新零售大数据”"
"北京","朝阳区","前端开发工程师","25k-40k","经验3-5年 / 本科","美团","消费生活 / 上市公司 / 2000人以上","","“技术氛围浓”"
"北京","朝阳区","前端工程师","15k-20k","经验3-5年 / 本科","清序科技","IT技术服务｜咨询 / 未融资 / 150-500人","","“发展前景好”"
"北京","朝阳区","前端开发工程师","20k-35k","经验3-5年 / 本科","红松学堂","""MCN｜直播平台","在线教育 / C轮 / 500-2000人""",""
"北京","朝阳区","前端开发工程师","12k-16k","经验不限 / 本科","VTECH","""IT技术服务｜咨询","生活服务 / A轮 / 50-150人""",""
"北京","朝阳区","前端开发工程师","10k-20k","经验3-5年 / 本科","听听FM","新媒体 / 不需要融资 / 50-150人","","""“成就感强烈"
"北京","朝阳区","前端开发工程师","11k-15k","经验1-3年 / 本科","迪威特","移动互联网 / 未融资 / 150-500人","","“双赢”"
"北京","朝阳区","前端开发工程师","25k-50k","经验5-10年 / 本科","Learnable.ai","人工智能服务 / A轮 / 50-150人","","“扁平管理”"
"北京","朝阳区","前端开发工程师","15k-22k","经验1-3年 / 本科","北京宏瓴科技发展有限公司","""数据服务｜咨询","人工智能服务 / A轮 / 50-150人""",""
"北京","朝阳区","前端开发工程师","15k-25k","经验3-5年 / 本科","人民在线","数据服务｜咨询 / 不需要融资 / 150-500人","","“平台稳定，福利丰厚，晋升空间大”"
"北京","朝阳区","前端开发工程师","10k-20k","经验3-5年 / 本科","奎牛科技","移动互联网 / 天使轮 / 15-50人","","“原研产品”"
"北京","朝阳区","前端开发工程师","18k-35k","经验1-3年 / 本科","北京鳄梨科技有限公司","""营销服务｜咨询","人工智能服务 / A轮 / 50-150人""",""
"北京","朝阳区","前端开发工程师","7k-14k","经验不限 / 本科","远齐科技","移动互联网 / 未融资 / 15-50人","","“无限可能”"
"北京","朝阳区","前端开发工程师","9k-12k","经验3-5年 / 本科","薪人薪事","软件服务｜咨询 / C轮 / 150-500人","","“发展前景好”"
"北京","朝阳区","前端研发工程师","10k-15k","经验1-3年 / 本科","六视科技","IT技术服务｜咨询 / 不需要融资 / 15-50人","","“团队气氛好 发展前景大”"
"北京","朝阳区","前端开发工程师","6k-8k","经验在校/应届 / 本科","万物心选","电商平台 / C轮 / 150-500人","","“有转正hc”"
"北京","朝阳区","FE前端开发工程师","12k-18k","经验3-5年 / 大专","北京时代音符网络科技有限公司","文化传媒 / 未融资 / 50-150人","","“音乐版权APP”"
"北京","朝阳区","前端开发工程师","15k-25k","经验5-10年 / 本科","才来聚人力资源","""工具类产品","专业服务｜咨询 / 不需要融资 / 50-150人""",""
"北京","朝阳区","前端开发工程师","15k-25k","经验5-10年 / 本科","才来聚人力资源","""工具类产品","专业服务｜咨询 / 不需要融资 / 50-150人""",""
"北京","朝阳区","前端开发工程师","15k-30k","经验5-10年 / 本科","遨聚士","""金融","软件开发 / 未融资 / 150-500人""",""
"北京","朝阳区","前端开发工程师","20k-40k","经验3-5年 / 本科","科锐福克斯","专业服务｜咨询 / 不需要融资 / 150-500人","","“数字货币交易所”"
"北京","朝阳区","前端开发工程师","30k-38k","经验3-5年 / 本科","某大型互联网公司","","","“大厂”"
"北京","朝阳区","前端开发工程师","28k-55k","经验3-5年 / 本科","厚朴汇智咨询","专业服务｜咨询 / 不需要融资 / 150-500人","","“薪资待遇好，，成长空间没有天花板”"
"北京","朝阳区","前端工程师","30k-50k","经验5-10年 / 本科","合力东方咨询","企业服务 / 不需要融资 / 15-50人","","“上市公司”"
"北京","朝阳区","前端开发工程师","17k-23k","经验不限 / 大专","智汇川","""软件服务｜咨询","IT技术服务｜咨询","数据服务｜咨询 / 未融资 / 50-150人"""
"北京","朝阳区","前端开发工程师","35k-45k","经验5-10年 / 本科","浩和人力资源咨询","社交平台 / 不需要融资 / 15-50人","","“六险二金”"
"北京","朝阳区","前端开发工程师","30k-60k","经验5-10年 / 本科","正德人力资源股份有限公司","""人工智能服务","信息安全","IT技术服务｜咨询 / 不需要融资 / 150-500人"""
"北京","朝阳区","前端开发工程师","30k-40k","经验不限 / 本科","猿份","""移动互联网","数据服务 / 不需要融资 / 500-2000人""",""
"北京","朝阳区","前端开发工程师","20k-40k","经验1-3年 / 本科","添才企业管理咨询","专业服务｜咨询 / 未融资 / 500-2000人","","“（阿拉丁控股集团有限公司）猎头招聘”"
"北京","朝阳区","前端开发工程师","15k-22k","经验1-3年 / 本科","某知名互联网公司","","","“发展前景”"
"北京","朝阳区","前端开发工程师","30k-50k","经验5-10年 / 本科","趣猎","""电商","企业服务 / 未融资 / 15-50人""",""
"北京","朝阳区","前端开发工程师","30k-50k","经验5-10年 / 本科","睿资达","专业服务｜咨询 / 未融资 / 50-150人","","“大型上市公司”"
"北京","朝阳区","前端开发工程师","20k-40k","经验3-5年 / 本科","锐仕方达人才","""工具类产品","IT技术服务｜咨询","专业服务｜咨询 / 不需要融资 / 2000人以上"""
"北京","朝阳区","前端开发工程师","30k-40k","经验5-10年 / 本科","埃摩森人力资源","专业服务｜咨询 / 不需要融资 / 2000人以上","","“五险一金全额，下午茶，午餐晚餐免费，打车报销”"
"北京","朝阳区","中级前端工程师","8k-13k","经验3-5年 / 本科","兰笺","智能硬件 / 不需要融资 / 15-50人","","""“补充医疗保险"
"北京","朝阳区","前端开发实习生","4k-6k","经验在校/应届 / 本科","51VV","MCN｜直播平台 / 不需要融资 / 150-500人","","“有转正机会+培训多+晋升机会多+导师带教”"
"北京","海淀区","web前端开发","12k-18k","经验1-3年 / 本科","知网","""信息检索","工具类产品","内容社区 / 上市公司 / 2000人以上"""
"北京","海淀区","数字前端设计工程师(工作地点杭州)","14k-20k","经验在校/应届 / 硕士","之江实验室","智能硬件 / 不需要融资 / 2000人以上","","“人工智能 国家事业 科学技术研究 大咖云集”"
"北京","海淀区","解决方案前端研发工程师-飞书零代码/低代码业务","25k-45k","经验不限 / 本科","字节跳动","""内容资讯","短视频 / D轮及以上 / 2000人以上""",""
"北京","海淀区","高级/资深前端开发工程师--飞书审批","30k-60k","经验不限 / 本科","字节跳动","""内容资讯","短视频 / D轮及以上 / 2000人以上""",""
"北京","海淀区","前端开发工程师(工作地点杭州)","14k-20k","经验在校/应届 / 硕士","之江实验室","智能硬件 / 不需要融资 / 2000人以上","","“人工智能 国家事业 科学技术研究 大咖云集”"
"北京","海淀区","数字前端工程师","50k-100k","经验不限 / 本科","天猎运网络科技","信息安全 电商 / 未融资 / 500-2000人","","“薪资open、五险一金、晋升”"
"北京","海淀区","前端开发实习生（cesium开发）","6k-10k","经验在校/应届 / 本科","知能科技","""人工智能服务","能源｜矿产｜环保 / 天使轮 / 少于15人""",""
"北京","海淀区","游戏前端开发工程师","18k-25k","经验在校/应届 / 本科","疯狂游戏","游戏 / 不需要融资 / 150-500人","","“海外年会、六险一金、节日福利、无上限奖金”"
"北京","海淀区","百度web前端开发实习生","4k-6k","经验在校/应届 / 本科","百度","""工具类产品","人工智能服务","信息检索 / 上市公司 / 2000人以上"""
"北京","海淀区","2023校招-前端开发工程师","14k-20k","经验在校/应届 / 本科","九号公司","智能硬件 / 上市公司 / 2000人以上","","“平台”"
